3,21988.7,243998,-1.09E+04,84,537,8350
1,2393.16,48.7374,-6.08E+02,6,33,5
2,21959.9,411044,-7.55E+03,69,473,14125
0,10705.2,13875,-3809,38,184,734
0,6544.62,8594,-2795,17,116,490
3,16127.6,115420,-4.17E+03,61,271,4426
4,5705.56,10981.6,-2101.63,22,102,764
0,18105.5,148703,-7249,146,341,5529
2,7638.01,9045.68,-2931.13,16,138,554
4,9244.67,27571.5,-3.21E+03,24,194,1521
0,8054.7,11737,-1694,16,140,732
3,5067.99,3097.37,-789.123,37,51,132
4,11851.7,57414.9,-3.27E+03,66,224,2192
4,8540.23,30322.8,-2049.05,34,132,1513
2,12014.7,34527.2,-8.20E+02,30,234,1581
2,8554.05,26969.4,-2.90E+03,35,156,1364
3,22777,246796,-1.25E+04,102,537,8350
0,12139,62968,-6787,85,272,2828
5,11609.3,74723.5,-5.27E+03,42,264,3217
4,9563.46,36510.5,-3.83E+03,33,196,1997
4,5921.03,7071.89,-1658,48,93,545
5,8393.19,9915.42,-2730.35,27,138,554
2,5022.06,3502.19,-799.186,47,51,132
4,9383.18,34358.9,-4616.24,130,208,1691
3,13155.2,60447.3,-5.08E+03,36,247,2754
5,7932.91,4738.13,-2734.34,36,131,271
3,2504.5,61.0779,-2.35E+02,6,33,5
2,15394.1,80500.7,-2.71E+03,58,223,2059
3,13879.6,75789.2,-3.75E+03,33,249,3630
4,23960.6,470805,-1.14E+04,38,483,15505
3,12124.5,114642,-2.65E+03,43,235,4905
5,9489,26856.9,-1.84E+03,27,166,1414
0,8383.06,16050,-3858,8,169,892
5,12909,72500.6,-5370.86,47,262,3211
5,7717.2,9346.92,-1.35E+03,27,102,516
1,2465.64,52.0134,-7.34E+02,8,33,5
4,8212.28,16607.3,-2744.42,71,142,844
2,4737.38,3853.97,-1.34E+03,18,79,317
3,6860.79,5251.06,-2160.35,61,107,346
2,6885.38,13281.1,-1499.92,18,96,804
0,15847.3,251160,-7825,105,387,10383
2,18898.4,152912,-9.48E+03,80,449,5537
4,22040.6,515924,-11531.4,145,540,18067
0,6307.22,13558,-2895,22,122,927
2,8081.76,9476.5,-2933.9,98,130,490
3,8607.07,13597.7,-2870.16,16,148,729
0,8807.04,9267,-1800,279,152,429
0,11622.3,56288,-5022,48,227,2461
0,13016,104152,-7152,85,309,4431
2,7306.07,9254.36,-3099.46,18,138,554
4,5952.65,11399.3,-1900.48,19,102,764
5,9400.33,27038.6,-2.22E+03,27,166,1414
5,11297.1,51660.9,-4.83E+03,17,216,2677
3,13876.4,140984,-5.24E+03,33,315,5844
0,5090.28,3447,-1348,9,81,247
5,12848.4,61794.6,-2.10E+03,73,223,2822
0,13439.1,98370,-6451,76,274,4245
0,14031.5,92434,-5909,72,290,3796
3,12347.7,112679,-3.25E+03,40,235,4905
0,11171.4,125214,-4446,77,247,5830
2,16293.9,160485,-7670.29,76,352,6744
1,5966.7,5150.34,-1.13E+03,19,85,343
0,13756,159514,-6029,65,321,6735
3,16749.2,117320,-4.52E+03,62,271,4426
4,14868.8,140849,-4.94E+03,64,315,5844
5,13628.2,57465,-3.26E+03,65,224,2192
4,7588.11,15908.3,-2813.62,76,134,970
5,7457.25,8623.55,-1865.5,69,107,517
3,18483.7,161081,-9.32E+03,86,388,6290
2,5135.75,3452.59,-809.115,50,51,132
0,10423.5,39854,-4694,180,207,1935
2,4355,2254.61,-995.567,22,54,165
0,13667.9,68134,-4419,72,238,2609
3,10532,37933.1,-4229.97,116,205,1751
2,10399.7,38399.2,-4140.67,121,205,1751
3,8449.66,25370.1,-3262.15,23,157,1519
0,5137.01,1902,-1715,8,76,166
2,11888.6,73966.8,-4.77E+03,27,249,3630
2,20225.9,154149,-9.73E+03,94,449,5537
0,9300.16,16363,-3766,66,154,889
0,16475.3,444024,-8376,70,384,15662
4,8230.01,16224.5,-2887.42,88,142,844
0,11092.9,38314,-6539,38,233,1998
4,22483.5,517269,-12226.3,139,540,18067
1,2361.95,47.4192,-4.60E+02,8,33,5
0,9912.66,25946,-3086,50,185,1522
1,5403.36,4895.89,-1.22E+03,22,85,343
4,11053.9,86512.4,-3.79E+03,28,220,3450
0,10640.1,12755,-3169,25,135,585
0,15310.2,162594,-10039,73,411,6075
4,24019,267863,-1.24E+04,91,540,8870
4,9911.64,26221.9,-3358.12,25,174,1415
2,6644.91,5334.93,-1.94E+03,16,79,292
2,5773.19,7520.67,-1868.76,75,104,457
5,6574.01,4066.81,-1917.77,50,101,270
2,12846.9,38460.9,-2.38E+03,34,234,1581
0,4374.86,3051.46,-1383.64,41,71,249
4,6614.72,4084.65,-2375.67,70,101,249
3,11496.6,41065.5,-1.97E+03,34,166,1414
3,8588.89,25222.1,-3175.51,24,157,1519
4,6876.34,9197.98,-2984.37,25,138,554
0,17483.1,206184,-6482,97,390,7575
0,8591.85,10272.3,-2207.75,30,118,492
0,8802.37,15243,-3376,68,152,812
3,16549.8,164117,-7680.05,67,352,6744
2,4170.66,2242.18,-1101.59,19,54,165
3,12217.4,48798,7.51E+03,33,166,1414
0,6661.98,7738,-2490,10,114,520
3,13998.4,49625.2,-8.31E+02,57,223,2059
0,6680.35,5217,-615,7,81,294
2,5659.65,7578.22,-1873.41,75,104,457
0,10224.7,21614,-4322,39,195,1164
4,8716.96,10783.7,-3113.44,34,156,654
2,4818.88,2977.5,-1142.27,8,71,249
3,9363.39,16649.4,-3898.84,86,172,973
4,23095.1,520140,-11278.8,120,540,18067
4,6314.76,7822.57,-1731.5,63,104,457
0,28232.1,536954,-13816,67,532,10980
1,4102.11,2244.96,-1123.64,20,54,165
0,10298.1,14995,-2608,40,155,659
0,13194.1,116609,-7899,185,319,5113
3,7848.04,11676.9,-2590.79,85,128,693
2,2591.73,68.3841,-4.79E+02,96,33,5
5,7072.61,6533.79,-1665.67,35,95,427
5,3809.78,2233.91,-560.852,3,43,161
3,14235.9,141789,-6074.92,179,308,6057
3,16276.2,117450,-5.19E+03,55,271,4426
0,17740,197414,-8023,90,334,6982
5,13941.2,52620.3,-5961.18,55,288,2334
0,9228.32,24034,-5142,19,160,1022
2,18567.5,149157,-9.08E+03,77,449,5537
0,9722.54,20965,-4166,89,188,1069
5,9843.62,44042.4,-2304.43,45,159,2181
5,11859.7,59268,-2.38E+03,73,223,2822
0,22296.5,492812,-15125,108,531,15693
3,12056.4,47934.3,-4.85E+03,17,215,2188
0,21019.5,221333,-8210,287,402,6866
4,7012.73,4073.76,-2311.82,70,101,249
0,8387.46,20518,-4445,40,174,1164
5,7863.57,10072.7,-2383.11,29,123,621
3,12356.3,49270.4,-6.08E+03,28,215,2188
4,6088.22,11084.4,-1913.77,20,102,764
0,16352.5,207560,-10731,87,387,8211
4,22824.1,519114,-11616.2,127,540,18067
4,18554.8,202206,-7.60E+03,48,390,7459
3,5551.67,3240.1,-1069.11,39,71,249
4,13430.5,52301.4,-6129.06,53,288,2334
4,24156.7,275497,-1.43E+04,80,540,8870
4,9520.42,33279.2,-3497.99,97,176,1922
0,5652.44,8801,-2067,15,100,653
3,7015.25,14179,-2454.23,84,120,809
3,8886.59,27440.2,-2943.37,71,158,1403
3,8091.08,21099.8,-2890.52,77,145,1156
0,19406.4,182632,-5475,103,341,5327
0,14369.7,126702,-4821,102,291,4915
2,3836.21,2141.5,-1130.22,22,54,165
3,4867.59,3155.36,-1116.85,29,71,249
5,5383.93,4704.55,-1.12E+03,12,79,317
2,11366.1,67682.1,-5377.58,134,247,3373
0,9640.15,35265,-4289,20,166,1993
3,4687.97,3112.53,-1232.72,38,71,249
1,2489.15,53.7777,-3.49E+02,8,33,5
0,11290,75283,-5918,48,249,3627
4,10340.6,38910,-3988.31,27,193,2118
0,18857.5,184122,-6999,229,439,6991
0,9836.53,31619,-5651,47,201,1641
1,2503.1,50.9661,-5.51E+02,6,33,5
2,3783.93,1386.32,-982.697,37,52,133
0,20810.7,493202,-11555,88,477,16755
0,5987.1,4194.31,-1580.43,121,88,318
4,13249.3,46138.5,-5566.66,66,273,2061
4,5768.35,11034.4,-1978.45,23,102,764
0,12658.2,70928,-5409,43,244,3461
3,13433.7,60938.3,-5.13E+03,39,247,2754
3,4616.2,2006.36,-961.542,5,63,166
4,8783.28,20599,-3514.67,94,163,1162
4,13574.3,46634.6,-5819.59,61,273,2061
0,6522.77,9105,-2560,14,104,523
0,10827.4,40715,-3436,44,182,1753
4,7890.87,10194.2,-2382.51,15,123,621
3,12398.5,79107.7,-5.56E+03,49,272,3539
0,16173.5,123701,-6969.26,59,313,4067
0,9731.18,18757,-3036,77,157,657
2,2419.75,50.4988,-3.85E+02,96,33,5
2,22629.9,468809,-1.36E+04,77,483,15505
0,9824.34,30055,-5420,13,198,1418
5,9742.15,29868.8,-3166.86,110,171,1747
3,9772.49,25463,-1.73E+02,16,166,1111
4,26687.9,284011,-1.24E+04,83,540,8870
3,12373.4,78399.9,-4.19E+03,38,272,3539
0,11953,117388,-5447,313,237,4524
2,5722.98,4132.52,-1488.51,116,88,318
5,9165.71,37875.8,-3834.8,40,180,2054
4,11640.2,53555.1,-4366.98,106,209,2534
3,13869.9,140912,-4.88E+03,47,315,5844
3,18715.1,161535,-8.66E+03,90,388,6290
0,7103.61,9871,-1347,19,118,583
2,4701.51,4170.53,-1.96E+03,9,79,317
1,5678.15,4731.15,-1.28E+03,20,85,343
4,10070.3,34678.3,-4424.14,134,208,1691
4,18484.8,160373,-8.95E+03,207,388,6290
1,11279.2,69023.6,-5197.3,147,247,3373
0,26667.5,790260,-18490,97,588,23128
3,7295.27,14122.6,-2310.31,73,120,809
2,12973.6,41007.3,-2.21E+03,50,234,1581
0,6448.42,6740,-2464,51,120,426
2,22165,409678,-9.95E+03,64,473,14125
4,7106.28,8451.87,-1857.13,74,107,517
3,15415.7,109520,-6.32E+03,34,322,4619
2,3998.67,2173.81,-1062.17,19,54,165
3,4279.29,1911.47,-1048.88,5,63,166
0,9199.87,13300,-4058,22,160,805
3,8962.57,47328,-4.05E+03,28,216,2677
2,7423.33,9576.31,-2419.67,14,123,621
2,6633.97,5000.77,-2212.21,71,107,346
3,3990.78,1411.09,-943.298,38,52,133
5,5472.13,4676.8,-1.75E+03,17,85,343
1,11204.1,68350.9,-5259.31,147,247,3373
4,5664.61,7100.77,-1781.39,50,93,545
2,20872.8,152016,-8.59E+03,94,449,5537
3,11918.6,50367.1,-3.99E+03,37,215,2188
5,9346.97,30181.7,-3426.16,120,171,1747
5,11245.2,30313.1,-1.84E+03,40,166,1414
2,5802.71,3489.84,-723.559,49,51,132
5,8835.98,49441.9,3.73E+02,34,188,2599
4,4356.96,1349.37,-817.634,10,51,102
5,4778,2731.29,-1305.15,52,67,224
5,9068.55,37808.5,-3840.75,40,180,2054
4,5885.39,11047.8,-1920.59,22,102,764
4,8476.04,11956.1,-2436.28,78,128,693
2,5719.65,7567.36,-1886.94,77,104,457
0,24483.1,444592,-14372,84,429,10399
3,12780.4,79834.2,-6.01E+03,70,272,3539
4,7340.32,7715.43,-1.65E+03,20,111,453
2,5297.92,4196.8,-1.31E+03,20,88,292
0,7968.82,9104,-967,23,123,491
4,10181.1,22366.9,-2.87E+03,33,182,1212
2,15623.8,161191,-7774.99,77,352,6744
4,8731.54,11302.5,-3086.95,29,156,654
0,6560.66,4315,-1056,36,104,316
2,3925.55,2201.96,-1159.38,20,54,165
4,10034.5,35151.5,-4419.78,124,208,1691
4,9228.26,20939.9,-3322.42,84,163,1162
0,8939.27,25457,-3798,28,154,1409
3,9017.23,27496.9,-2.94E+03,25,166,1414
4,8819.11,11437.6,-3069.5,44,156,654
2,6923.63,5388.46,-1.91E+03,9,79,292
2,5503.43,4438.66,-9.99E+02,20,88,292
3,6947.23,5266.6,-2135.18,59,107,346
3,15601.1,115382,-4.97E+03,54,271,4426
0,7680,25458,-3902,43,142,1622
0,23662.3,387048,-136530,106,467,9412
0,9287.84,20078.9,-2894.96,201,153,1021
4,9190.58,26667,-2992.87,103,158,1403
0,12916.4,47101,-4623,55,247,1998
2,12422.5,50417.3,-2.92E+03,30,234,2464
0,18974,186253,-12443,60,425,6080
4,13972.8,59982.5,-5.50E+03,21,215,2188
0,20447.8,427339,-9079,103,390,12484
5,9915.13,36431.6,-4.00E+03,44,196,1997
0,13663.6,133475,-7723,71,300,5834
2,12105.9,73486.4,-4.74E+03,36,249,3630
4,13195,56114.7,-3.57E+03,83,224,2192
4,22248.2,516186,-11563.5,146,540,18067
0,12015.9,81386,-4906,47,235,3794
5,8912.07,28837.1,-3422.57,43,179,1626
0,7014.84,2633,-857,14,76,132
3,5628.39,4251.28,-1472.95,115,88,318
4,7212.68,6850.53,-9.39E+02,29,119,395
4,9770.09,28340.7,-2.19E+03,36,194,1521
2,7345.73,5778.38,-2.17E+03,16,79,292
0,8109.12,25831,-2893,18,116,1110
0,23240.6,579178,-15238,443,549,16588
0,10538.2,29944,-3381,33,183,1418
5,8167.66,9694.82,-2638.27,20,138,554
3,13025.4,51269.9,5.34E+03,32,234,2464
2,12401.4,34205.8,-2.89E+03,32,234,1581
5,10474.2,28055.3,1.55E+03,19,194,1521
3,6720.83,14173,-2471.38,82,120,809
4,13700.2,59988.2,-3.94E+03,45,215,2188
3,7285.24,14231.8,-2358.17,81,120,809
3,13523.1,61215.1,-5.87E+03,27,247,2754
2,5301.17,4413.37,-1.59E+03,19,88,292
3,14156.5,50900.4,-2.10E+03,41,234,2464
2,15937.2,163781,-7778.6,74,352,6744
0,24928.8,479151,-10883,86,489,8876
2,9091.05,20221.2,-3346.17,77,163,1162
0,10042.5,8922,-3609,32,125,347
2,10798.7,58340,-4424.55,137,217,2904
0,11316.3,36358,-6392.39,57,254,1816
2,7138.94,14072.5,-2374.99,84,120,809
0,11981.6,52241,-4987,37,214,1637
2,5749.86,4126.49,-1576.45,126,88,318
1,2373.38,50.9566,-5.15E+02,8,33,5
4,9782.04,32985.5,-3492.62,85,176,1922
2,3850.44,1455.4,-979.368,41,52,133
2,6005.09,7623.57,-1938.15,75,104,457
4,20728.7,341190,-9.09E+03,114,462,11563
4,9505.31,24501.2,-2732.98,31,154,1252
0,6090.24,6965,-2432,29,89,451
0,17503.1,193829,-8563,79,336,6868
5,5210.04,4687.09,-1.95E+03,10,85,343
3,8825.91,24770.9,-2402.52,39,157,1519
0,6049.43,5195,-1383,77,104,398
4,4937.95,3238.14,-1188.27,29,71,249
0,6610.47,9009,-2172,15,115,586
4,5607.34,4282.43,-1254.92,14,72,340
0,18666.5,151825,-12146,258,465,5752
3,13552,142597,-6383.56,162,308,6057
3,8471.91,26052.9,-3.23E+03,40,156,1364
2,8219.76,9258.36,-2901.26,20,138,554
5,8990.39,28472.4,-3397.96,36,179,1626
0,7503.73,8545,-3731,64,109,517
0,20721.5,363348,-9546,113,475,11873
3,25376.8,474498,-1.10E+04,58,483,15505
0,16020,84493,-7059,56,320,3380
2,10463.9,37923,-4226.55,131,205,1751
4,5495.36,10964.1,-2147.43,18,102,764
3,6678.63,5315.5,-2158.03,57,107,346
2,5820.29,4137.34,-1480.86,118,88,318
4,9884.54,34615.5,-4573.87,123,208,1691
2,9125.39,24000.5,-2.59E+03,19,166,1111
0,13228.5,32191,-4957,42,211,1471
4,17989.7,161017,-9.48E+03,91,388,6290
4,13057.9,61014,-5.20E+03,34,247,2754
2,11551.3,112982,-3.68E+03,39,235,4905
5,16033.8,113458,-5.89E+03,40,322,4619
2,3655.97,1384.73,-641.587,32,40,100
0,10472.9,32039,-5491,121,197,1579
0,19556.9,324534,-12399,108,509,11268
3,6418.78,10267.3,-2.99E+03,16,109,689
2,20751.5,153557,-8.73E+03,104,449,5537
2,4827.52,4073.09,-1.56E+03,9,79,317
0,16817.4,156763,-9068,183,357,6171
0,22522.1,254052,-11569,86,474,8352
0,20613,223537,-10256,127,437,7103
0,23754.3,334898,-10131,309,498,10985
2,9947.04,10429.3,-2.03E+03,33,154,587
3,15311.1,60411.5,-6522.64,141,305,2610
4,8717.06,17280.9,-2851.79,87,142,844
4,25407.7,478807,-1.23E+04,55,483,15505
0,20435.9,260889,-12173,66,457,8864
3,8205.22,38906.3,-3.89E+03,11,196,1885
2,7568.01,9421.08,-3028.49,99,130,490
5,9872.34,35132.1,-3723.94,92,176,1922
0,11109.6,35082,-8347,156,277,1586
4,8555.21,20379.7,-3572.96,92,163,1162
4,8957.87,10936.1,-3131.52,46,156,654
3,13101.2,37654.8,-1.47E+03,45,234,1581
4,5768.63,11022.7,-1881.32,18,102,764
0,7905.8,24105,-2635,23,152,1408
3,25495.1,477157,-1.09E+04,58,483,15505
4,5795.01,11079.8,-1913.69,20,102,764
3,8911.03,50628.2,-3.56E+03,25,188,2599
3,21686.3,355374,-3.82E+03,89,462,11563
2,5156.43,4260.97,-1.38E+03,9,79,317
0,32347.7,855945,-17463,163,711,20648
3,15002.3,59999.9,-6501.6,149,305,2610
5,10123.1,28546,-2.76E+03,27,194,1521
0,13738.9,73284,-9270,53,298,3296
2,17752.5,139747,-9.68E+03,70,449,5537
4,13625.8,47374.2,-5743.09,69,273,2061
2,6651.82,5194.62,-2.43E+03,10,79,292
3,13607.4,140599,-6204.37,169,308,6057
3,9579.54,39916.1,-2.61E+03,11,196,1885
0,7907,24931,-5083,69,134,1517
0,20421.5,124223,-10384,82,436,4628
4,5846.29,7223.7,-1659.37,52,93,545
0,6697.76,11760.5,-1875.25,5,95,645
4,11828,58300.2,-2.35E+03,66,223,2822
3,9973.69,25899.1,-7.74E+02,19,166,1111
4,11322.3,38216.8,-3.86E+03,44,196,1997
